logM,logN,logB
-0.1397219431751373,-1.8325814637483102,-1.9863352431842838
-1.913249366815765,-4.605170185988091,-6.1934828168072436
0.3767226392425104,0.3364722366212129,0.7135949428490425
1.1174340429086975,NA,-3.8559404478918795
-1.0067626350382306,NA,-6.896419769318391
-0.30381145438166457,NA,NA
-0.42235697577838255,-4.605170185988091,-5.213406527477639
-1.2408096943779099,-3.912023005428146,-5.338722781183075
1.410986973710262,NA,-4.478678514154807
0.8129282188790019,-3.912023005428146,-3.130826028888909
-2.967144816702078,-0.4780358009429998,-3.449635807698698
-0.9225603448877504,-4.605170185988091,-5.425923491153182
-1.5186835491656363,-3.506557897319982,-5.010450311206646
-1.8451602459551701,-3.506557897319982,-5.33693346251913
0.8754687373538999,-2.659260036932778,-1.7560991251349167
-0.13524714940802574,-2.0402208285265546,-2.196270232867801
-0.030459207484708574,-4.605170185988091,-5.22698323794371
-1.8018098050815563,-2.995732273553991,-4.747033334351203
-0.2817000007742335,-1.9661128563728327,-2.2395389348764208
-2.2585682075772713,-3.506557897319982,-5.845634098896443
-3.868006120011372,0.5306282510621704,-3.337676252892729
-0.2568296089690163,-3.2188758248682006,-3.507434948483604
-1.0010319603292457,1.6448050562713916,0.6446003742765808
-0.0549843083327595,-3.2188758248682006,-3.3796991339196607
0.5007752879124892,-4.605170185988091,-4.695740616173282
-0.8770700187208739,-4.605170185988091,-5.6681064982037315
-2.799343459548601,-4.605170185988091,-7.590358245666411
-0.6568152513125551,-4.605170185988091,-5.447862003828054
0.039701366851552046,-3.506557897319982,-3.452066555475237
-0.48857501483117083,-3.912023005428146,-4.432326738228247
-1.995100393246085,-4.605170185988091,-6.498497372635277
-1.0642108619507773,-4.605170185988091,-6.260704394315165
-2.2072749131897207,0.34358970439007686,-1.8664575847128722
-0.9969586349416099,-2.3025850929940455,-3.275705469229346
-0.8794767587514388,-3.2188758248682006,-4.204188446507477
-0.13353139262452263,-2.995732273553991,-3.1328242833733144
-3.7214026458194964,0.03922071315328133,-3.681478905848761
-0.9063404010209869,-3.912023005428146,-4.598780642666423
-1.3093333199837622,0.4054651081081644,-0.9018884445138559
-15.979638907811303,NA,NA
-20.601048204222163,NA,NA
NA,NA,1.3191987333701582
-13.841854533303875,NA,-12.02375108873622
NA,NA,-16.858334439052115
-16.268918540692905,NA,-13.41004544985611
-15.935774094164366,NA,-11.618285980628055
-14.948714291402004,NA,-12.311433161188
-19.11382792451231,NA,-10.144286039089058
NA,NA,-14.21449669997473
-16.072835519553454,NA,-11.943708381062683
-11.636203319531074,4.295378827948209,-7.340848554207776
-12.947570087031165,NA,-9.6519509267207
-13.458535659016544,NA,-10.780557571257003
-13.26806567882702,3.3714252233284854,-9.89750548085858
-16.843766023223825,6.894822003570238,-9.950579160069978
-17.289278632461265,NA,-12.36859157502795
NA,NA,-11.736069016284437
NA,NA,-15.35728982192456
NA,NA,-11.86960040890896
NA,NA,-12.311433161188
NA,NA,-13.41004544985611
NA,NA,-19.560115027140732
NA,NA,-15.092054055125045
-16.772022118364983,NA,-10.455135170822373
-12.635932910473059,NA,-13.122363377404328
-18.7773556878911,NA,-12.716898269296165
-17.72753356339242,NA,-8.979228651012797
-17.034386382832476,NA,-12.529036532126595
-17.289278632461265,NA,-12.969642290386664
-17.289278632461265,NA,-14.099200609146518
-17.289278632461265,NA,-12.429216196844383
-16.772022118364983,NA,-10.604666904793337
-17.391061326771208,NA,-10.557414019942792
-17.355970006959936,NA,-10.908609498116899
NA,NA,-14.35507865059592
-10.283284913895715,8.500579952609094,-1.6355940204116135
-14.657157746842664,NA,-8.240698464605034
-10.135840127039941,6.492588259162215,-3.544498629997893
-10.46955037802898,9.0647433385213,-1.0800928372312288
-9.93582976888318,7.28918722368218,-2.530788925964795
-10.300682453279766,10.098061656036261,-0.06343235982630538
-10.03046697058626,9.138944257870795,-0.5310283310835102
-10.133051923263599,8.943991780609553,-1.0555527992076628
-14.802170107505312,8.78720964154929,-5.960353552082929
-10.248798737824545,8.27777288959035,-1.9519282213808764
-11.878208783445562,9.265197807260897,-2.419118909249997
-11.998125578097246,10.861384611261503,-1.0321062668300516
-10.226556969562568,9.259998730584302,-0.7614234517233934
-9.767647551799184,6.484925269907124,-3.125840958901011
-10.515932181628882,7.857790216820453,-2.584948003968227
-9.571310240197796,9.451477857062617,0.12297513335880608
-10.434515883619639,8.069442518290831,-2.2537949288246137
-10.442990810219861,7.7364904858449774,-2.5929373940017055
-10.488704162859614,6.327865352606625,-3.540459448995663
-10.311029415607846,9.773693737885475,-0.41400143913045073
-9.988065529011426,8.141620810373041,-1.7778565640590636
-10.34861376675632,9.83003851708208,-0.4246479275249383
-19.93027332141675,NA,-7.872711182837573
-22.843529373146502,NA,-13.073573213234896
-21.822878625948103,NA,-16.120097653628992
-19.744939714152803,NA,-6.785537646257888
