Nodes,Links,Basal,Intermediate,Top,Generality,Generality_sd,Vulnerability,Vulnerabilty_sd
263,2681,0.1596958174904943,0.6045627376425855,0.23574144486692014,10.193916349809886,1.2232467167842953,10.193916349809886,0.8709656369603295
