flux,species_id_stage_id,M,N,node_type,working_name,organismal_group,consumer_strategy_stage,TL,OI,org_type,con_type
0.0022501019365421724,295.2,2.4129999999999986e-7,9900.419999999998,life stage,Ascarophis? (Neotrypaea),nematode,trophically transmitted parasite,2.999999999999992,1.742593739633215e-27,para,para
3.711480326680279e-6,301.2,1.9699999999999975e-8,135.20000000000002,life stage,neme-long,nematode,trophically transmitted parasite,5.919432399970873,7.099748146989106e-30,para,para
0.0614408838191435,293.2,4.319999999999996e-12,6513287037.037052,life stage,Spirocamallanus pereirae,nematode,trophically transmitted parasite,2.9999999999999925,6.284509705249767e-28,para,para
7.162214665420065e-5,294.2,1.1999999999999996e-7,273.3333333333336,life stage,Vasorhabdochona cablei,nematode,trophically transmitted parasite,2.9999999999999925,6.284509705249767e-28,para,para
0.005124281181802644,303.2,1.3000000000000009e-06,2828.69,life stage,cystacanth-pachygrapsus,acanthocephalan,trophically transmitted parasite,5.919432399970873,7.099748146989106e-30,animal,para
0.003223102686495459,305.2,4.100000000000001e-6,524.5200000000001,life stage,cystacanth-fish b.cav,acanthocephalan,trophically transmitted parasite,3.9510512213176856,0.6388220030471353,animal,para
0.0015955117111658965,309.1,2.36e-4,15.3,taxon,Ceratothoa sp.,isopod,macroparasite,2.999999999999995,2.1742978700154138e-29,animal,para
0.19737852963160332,310.1,1.1780626000000006e-4,1202.34,life stage,Leidya sp.,isopod,parasitic castrator,5.919432399970873,7.099748146989106e-30,animal,para
0.03245962330511536,311.1,1.6198837000000013e-4,133.7,taxon,Lironeca californica,isopod,macroparasite,3.8772185084626547,4.907711393883932e-4,animal,para
0.34005845855089273,310.2,0.2255,0.6906110864745012,life stage,Leidya sp.,isopod,macroparasite,2.9999999999999947,7.41356687584734e-28,animal,para
0.07306889801909489,1.1,6.999999999999993e-9,5398600.000000007,detritus,carrion-detritus,detritus,detritus,1.0000000000000038,0,detritus,detritus
190881.8214304158,2.1,8.4586523e-4,127758.7329130433,detritus,marine-detritus,detritus,detritus,0.9999999999999942,0,detritus,detritus
37925.09438524241,3.1,5.0057e-6,215887228.55944195,detritus,terrestrial-detritus,detritus,detritus,0.9999999999999638,0,detritus,detritus
18.782368092815926,4.1,5.0057e-6,1462199752.282399,taxon,Saltwort,vascular plant,autotroph,0.9999999999999986,0,plant,plant
157772.06643094931,6.1,0.005180000000000002,148963.3204633204,taxon,epipellic flora,microphytobenthos,autotroph,0.999999999999964,0,plant,plant
1.5277033144510377,7.1,5.969301799999999e-4,997324.8965230745,taxon,Alkali Heath,vascular plant,autotroph,0.9999999999999979,0,plant,plant
2.3847910690147676,8.1,5.0057e-6,185655019.27802297,taxon,Fleshy Jaumea,vascular plant,autotroph,0.9999999999999992,0,plant,plant
21829.85245160755,10.1,5.0057e-6,158650654.25415003,taxon,macroalgae,macroalgae,autotroph,0.9999999999999847,0,plant,plant
2.1760790894312576,11.1,5.0057e-6,169406876.1611764,taxon,Shore Grass,vascular plant,autotroph,1.000000000000001,0,plant,plant
9517.431821370734,12.1,5.969301799999999e-4,5286945.954047761,taxon,phytoplankton,vascular plant,autotroph,0.9999999999999817,0,plant,plant
7380.628381037489,14.1,0.005180000000000002,786615.193050194,taxon,Annual Pickleweed,vascular plant,autotroph,1.0000000000000007,0,plant,plant
38.642032488675284,15.1,2.1800340000000015e-5,978577.9946551281,taxon,Parish's Pickleweed,vascular plant,autotroph,1.000000000000002,0,plant,plant
18133.980988387844,16.1,8.4586523e-4,11835612.394187167,taxon,Pickleweed,vascular plant,autotroph,0.9999999999999998,0,plant,plant
4.384662590421601,17.1,0.005180000000000002,329858.4362934361,taxon,California Cordgrass,vascular plant,autotroph,0.999999999999999,0,plant,plant
5.994482019942717,18.1,8.4586523e-4,2761669.255514854,taxon,Suaeda,vascular plant,autotroph,0.9999999999999993,0,plant,plant
0.07014091319075641,19.1,0.005142534950000002,5315.147736623551,taxon,Arrowgrass,vascular plant,autotroph,0.9999999999999993,0,plant,plant
1473.2112732331834,20.1,0.005180000000000002,157014.15637065633,taxon,Eelgrass,vascular plant,autotroph,0.9999999999999993,0,plant,plant
10.641830040737506,21.1,2.4299999999999963e-8,12159045.267489735,taxon,foraminiferan,protist,predator,1.999999999999968,3.512403180496555e-28,animal,animal
19.10563705250067,24.1,9.115330000000004e-6,34391.61999999999,life stage,annelid unknown (green saccate thin skin),annelid,predator,2.0000000000000355,1.7057144923141328e-27,animal,animal
6.564189920859538,25.1,3.6125100000000004e-6,34391.61999999999,life stage,Capitella capitata,annelid,detritivore,2.0000000000000044,1.0432685471547881e-28,animal,animal
7.4353938683211105,26.1,1.9013000000000016e-6,74017.41000000005,life stage,capitellid?,annelid,detritivore,2.0000000000000133,3.646509534384127e-28,animal,animal
187.6577833785928,29.1,4.114160000000001e-6,1292687.510000001,life stage,Cirriformia spirabrancha,annelid,detritivore,2.0000000000000027,7.119469669619632e-29,animal,animal
26.769254002519208,34.1,4.122200000000001e-6,156632.71999999994,life stage,"Neanthes ""arenaceodentata""",annelid,predator,3.3724043715846914,0.3043775604690716,animal,animal
0.0026433425686486034,35.1,1.1399999999999992e-6,1074231.1403508787,taxon,oligochaete,annelid,detritivore,1.999999999999934,3.6209208587710205e-27,animal,animal
167.74624698845145,36.1,6.080000000000002e-6,452702.3399999998,life stage,brown hesionid,annelid,detritivore,1.9999999999999878,4.1464501330679433e-29,animal,animal
174.0664180564837,37.1,4.580159999999996e-6,621296.6999999994,life stage,poly unk (brwn setae ant third),annelid,detritivore,2.0000000000000018,5.69952004022181e-29,animal,animal
1.27960764642803,38.1,2.4420100000000016e-6,8597.91,life stage,"orbiniid, pointed prostomium",annelid,detritivore,1.9999999999999845,9.545216953174243e-29,animal,animal
1067.7599171829982,39.1,5.0057e-6,3471713.4700000016,life stage,Naineris,annelid,detritivore,1.9999999999999503,1.932906433017784e-27,animal,animal
5.2976147885930125,40.1,3.3699999999999995e-6,25793.720000000016,life stage,poly unk B (4 prost. tents),annelid,detritivore,1.9999999999999667,7.5809532991739235e-28,animal,animal
9.48435854085255,41.1,1.810000000000001e-5,8597.91,life stage,poly unk B (lg green),annelid,detritivore,2.0000000000000115,2.9996435921028974e-28,animal,animal
39.786608010282336,42.1,4.4499999999999955e-6,146164.39999999988,life stage,"poly unk(""fuzzy dorsum"")",annelid,detritivore,2.000000000000044,2.473867798773093e-27,animal,animal
48.0204350008541,43.1,3.58e-6,203827.23000000013,life stage,Polydora sp.,annelid,detritivore,2.557377049180338,0.5745767266863697,animal,animal
4.164389255403141,45.1,3.680000000000001e-6,17195.809999999994,life stage,spionid,annelid,predator,2.5666666666666207,0.578888888888884,animal,animal
0.06339001581949993,24.2,3.3700000000000044e-8,31364.9851632047,life stage,annelid unknown (green saccate thin skin),annelid,predator,2.00000000000003,2.3538746595179907e-27,animal,animal
0.025122116960064826,25.2,3.3700000000000044e-8,12430.26706231452,life stage,Capitella capitata,annelid,predator,1.9999999999999505,9.732694677680674e-28,animal,animal
0.02845653974110948,26.2,3.3700000000000044e-8,14080.118694361998,life stage,capitellid?,annelid,predator,2.0000000000000107,8.396561519462585e-28,animal,animal
1.0096284345533235,29.2,3.3700000000000044e-8,499557.86350148264,life stage,Cirriformia spirabrancha,annelid,predator,0.9999999999999916,0,animal,animal
0.11340036037189449,34.2,3.3700000000000044e-8,56109.79228486641,life stage,"Neanthes ""arenaceodentata""",annelid,predator,0.999999999999982,0,animal,animal
0.6046999702077575,36.2,3.3700000000000044e-8,299201.78041542973,life stage,brown hesionid,annelid,predator,1.0000000000000155,0,animal,animal
0.5774548574482505,37.2,3.3700000000000044e-8,285721.0682492577,life stage,poly unk (brwn setae ant third),annelid,predator,1.9999999999999878,3.7286003723336886e-29,animal,animal
0.0042459915988841985,38.2,3.3700000000000044e-8,2100.890207715131,life stage,"orbiniid, pointed prostomium",annelid,predator,1.0000000000000353,0,animal,animal
3.22559825625178,39.2,3.3700000000000044e-8,1596005.9347180983,life stage,Naineris,annelid,predator,0.9999999999999989,0,animal,animal
0.017583682723062793,40.2,3.3700000000000044e-8,8700.296735905027,life stage,poly unk B (4 prost. tents),annelid,predator,2.0000000000000138,1.0294758072650645e-27,animal,animal
0.03147311286856533,41.2,3.3700000000000044e-8,15572.700296735875,life stage,poly unk B (lg green),annelid,predator,1.9999999999999987,2.8853820203622915e-28,animal,animal
0.1316077480755843,42.2,3.3700000000000044e-8,65118.69436201772,life stage,"poly unk(""fuzzy dorsum"")",annelid,predator,1.9999999999999647,2.8853820203622915e-28,animal,animal
