Nodes,Links,Basal,Intermediate,Top,Generality,Generality_sd,Vulnerability,Vulnerabilty_sd
285,3863.159574468085,0.1137364688316536,0.8592011944755505,0.02706233669279582,13.554945875326615,1.210939209137935,13.554945875326615,0.6030614937881278
