Nodes,Links,Basal,Intermediate,Top,Generality,Generality_sd,Vulnerability,Vulnerabilty_sd
350,5795,0.1657142857142857,0.7914285714285715,0.04285714285714286,16.557142857142857,1.6057762093206174,16.557142857142857,0.6790653279088417
