Nodes,Links,Basal,Intermediate,Top,Generality,Generality_sd,Vulnerability,Vulnerabilty_sd
263,2671.373015873016,0.14174059991550486,0.821896312390609,0.03636308769388617,10.157311847425916,1.2491746015887224,10.157311847425916,0.6222470495797899
