Nodes,Links,Basal,Intermediate,Top,Generality,Generality_sd,Vulnerability,Vulnerabilty_sd
285,2824,0.19298245614035087,0.5894736842105264,0.21754385964912282,9.908771929824562,1.5049671724003184,9.908771929824562,0.9596555123705336
