Nodes,Links,Basal,Intermediate,Top,Generality,Generality_sd,Vulnerability,Vulnerabilty_sd
350,3854.0864197530864,0.13407407407407407,0.8318518518518518,0.034074074074074076,11.01167548500882,1.2539774912039632,11.01167548500882,0.6187060104949772
