Iteration,m,n,b,org,TL,flux
1,0.48,9351.388958333346,4488.666700000006,plant,1.0000000000000104,1299694.4747373506
1,0.48,9351.388958333346,4488.666700000006,plant,0.999999999999997,153160.79526750927
1,5.367979999999997e-5,1412.7437136502003,0.07583579999999998,plant,1.999999999999991,5.567210137265773
1,2.0999999999999987e-4,1221405.9047619072,256.49524000000036,detritus,2.00000000000003,529388.8390648304
1,0.02856799489999999,8384.674207569258,239.53333000000003,plant,1.0000000000000167,494940.8900230151
1,0.00829,28894.24969843185,239.53333000000003,plant,1.0000000000000082,11051.944667039825
1,2.0999999999999987e-4,1221405.9047619072,256.49524000000036,detritus,1.0000000000000069,13127.516327253334
1,0.0201,11917.081094527364,239.53333,detritus,1.0000000000000018,17111.455332824993
1,1.0339999999999994e-8,7334216.634429403,0.07583579999999998,plant,2.000000000000021,9.175565010299897
1,0.026073871300000006,91867.19043136491,2395.3333000000007,plant,0.9999999999999987,151558.80747004063
1,0.00829,28894.24969843185,239.53333000000003,plant,0.9999999999999991,9758.435026714045
1,0.018652075999999997,25484.205082587072,475.3333300000003,plant,2.5000000000000173,674926.836945552
1,0.018652075999999997,25484.205082587072,475.3333300000003,plant,2.000000000000023,17723.332689910658
1,5.170000000000006e-9,14668433.268858807,0.07583580000000012,plant,2.500000000000005,0.4211517513614528
1,0.0012100000000000001,245223.14049586767,296.7199999999999,plant,2.4999999999999982,1596.8567483495478
1,0.005400000000000001,88024.69074074073,475.33333000000005,plant,0.9999999999999956,4272.015007743836
1,3.609999999999997e-8,2100714.6814404447,0.0758358,detritus,1.000000000000003,0.2993710300923129
1,0.005400000000000001,88024.69074074073,475.33333000000005,plant,0.9999999999999972,1876.436095969397
1,0.006570000000000002,36458.64992389646,239.5333299999998,plant,2.50000000000001,997.2676906461119
1,0.006570000000000002,36458.64992389646,239.5333299999998,plant,1.0000000000000009,991.0791833729276
1,0.00829,28894.24969843185,239.53333000000003,plant,0.9999999999999982,4943.189091677913
1,2.0999999999999987e-4,1221405.9047619072,256.49524000000036,detritus,1.000000000000003,5293.041609911574
1,0.026073871300000006,91867.19043136491,2395.3333000000007,plant,0.9999999999999996,63046.457133974814
1,0.005400000000000001,88024.69074074073,475.33333000000005,plant,2.4375000000000155,41763.73759553089
1,0.0012100000000000001,245223.14049586767,296.7199999999999,plant,0.9999999999999971,3464.6634876578137
1,4.5945000000000015e-5,1650.577864838393,0.0758358,detritus,3.5000000000000044,0.8854998898534661
1,0.027576999999999997,32635.892229031462,900.0000000000006,plant,2.000000000000031,9273.512921215755
1,0.009810000000000001,457560.3160040777,4488.6667000000025,plant,3.500000000000019,46231.725083457284
1,0.018652075999999997,25484.205082587072,475.3333300000003,plant,2.3333333333333446,4895.295417962176
1,6.650000000000002e-5,1140.3879699248114,0.07583579999999998,plant,2.285714285714288,19712.59235532976
1,0.006570000000000002,36458.64992389646,239.5333299999998,plant,0.9999999999999999,1223.022139804585
