interaction,flux,system
carn_epbsim,38224.33798656633,EPB
carn_epbsim,22442.229174785607,EPB
carn_epbsim,34283.5966640311,EPB
carn_epbsim,250249.62145458543,EPB
carn_epbsim,43447.136455247535,EPB
carn_epbsim,23940.166837344972,EPB
carn_epbsim,23438.18706005679,EPB
carn_epbsim,14755.257959654515,EPB
carn_epbsim,470790.66428473993,EPB
carn_epbsim,21437.66756143277,EPB
carn_epbsim,9843.196037408761,EPB
carn_epbsim,3798046.5569945835,EPB
carn_epbsim,196203.81056014483,EPB
carn_epbsim,25638.23991245176,EPB
carn_epbsim,607400.9747881222,EPB
carn_epbsim,154999.61711724903,EPB
carn_epbsim,32930.822584052534,EPB
carn_epbsim,27184.567872272182,EPB
carn_epbsim,729938.4555449518,EPB
carn_epbsim,42512.35662369361,EPB
carn_epbsim,16060.485398089557,EPB
carn_epbsim,18685.487280518508,EPB
carn_epbsim,1002237.0579241313,EPB
carn_epbsim,3560789.8835835247,EPB
carn_epbsim,21673.602041943483,EPB
carn_epbsim,39279.83819711637,EPB
carn_epbsim,454310.6880738758,EPB
carn_epbsim,11911.502285319308,EPB
carn_epbsim,815483.7468332886,EPB
carn_epbsim,9097.390278859439,EPB
carn_epbsim,20129.76309914633,EPB
carn_epbsim,23777.139279999385,EPB
carn_epbsim,215237.1832819935,EPB
carn_epbsim,35291.809925355825,EPB
carn_epbsim,181980.6431341632,EPB
carn_epbsim,214146.47033428092,EPB
carn_epbsim,23047.489858525685,EPB
carn_epbsim,429634.022910731,EPB
carn_epbsim,9180.31979946461,EPB
carn_epbsim,3277054.929513744,EPB
carn_epbsim,29930.373292813885,EPB
carn_epbsim,1034674.8603772939,EPB
carn_epbsim,1777938.1423469495,EPB
carn_epbsim,209212.4013802416,EPB
carn_epbsim,2134406.1432774025,EPB
detr_epbsim,176574.19049379643,EPB
detr_epbsim,591454.1586830484,EPB
detr_epbsim,757931.6977465453,EPB
detr_epbsim,3001928.730456631,EPB
detr_epbsim,1247210.939884664,EPB
detr_epbsim,481845.51177103573,EPB
detr_epbsim,1025809.2334450196,EPB
detr_epbsim,412109.3108443154,EPB
detr_epbsim,662613.4527703852,EPB
detr_epbsim,342649.57733050967,EPB
detr_epbsim,1160774.6099852978,EPB
detr_epbsim,590350.104081948,EPB
detr_epbsim,12784881.74823107,EPB
detr_epbsim,857183.7102250917,EPB
detr_epbsim,3480532.7790599177,EPB
detr_epbsim,23085.606066456552,EPB
detr_epbsim,1226737.1899218713,EPB
detr_epbsim,226727.58769442153,EPB
detr_epbsim,2436471.1166171976,EPB
detr_epbsim,114949.61321576823,EPB
detr_epbsim,402557.5941239074,EPB
detr_epbsim,156675.62550126616,EPB
detr_epbsim,359120.108807775,EPB
detr_epbsim,476027.5325389149,EPB
detr_epbsim,332631.67035563994,EPB
detr_epbsim,407317.7212441917,EPB
detr_epbsim,2068788.6557458881,EPB
detr_epbsim,1921542.9405957693,EPB
detr_epbsim,37017.64003432023,EPB
detr_epbsim,45940.57676825716,EPB
detr_epbsim,1166134.370451376,EPB
detr_epbsim,948314.9332345895,EPB
detr_epbsim,777983.0639133961,EPB
detr_epbsim,712543.43414897,EPB
detr_epbsim,808261.2590277052,EPB
detr_epbsim,1137034.4037495777,EPB
detr_epbsim,284280.94747090735,EPB
detr_epbsim,94806.91234890057,EPB
detr_epbsim,158320.5100879543,EPB
detr_epbsim,1365716.4323210928,EPB
detr_epbsim,1493618.947173003,EPB
detr_epbsim,333445.36385843484,EPB
detr_epbsim,651679.5923069855,EPB
detr_epbsim,310949.17640408175,EPB
detr_epbsim,2019947.885527867,EPB
detr_epbsim,1032755.0756213918,EPB
detr_epbsim,4826893.761917923,EPB
detr_epbsim,1116759.373132868,EPB
detr_epbsim,1171675.667750067,EPB
detr_epbsim,340065.30131720117,EPB
detr_epbsim,240577.9491825531,EPB
detr_epbsim,3959.585023466456,EPB
detr_epbsim,327939.5686850605,EPB
detr_epbsim,737668.4077703523,EPB
detr_epbsim,2391274.439024708,EPB
detr_epbsim,93602.8708775579,EPB
detr_epbsim,243434.76975490205,EPB
detr_epbsim,51106.21481392812,EPB
detr_epbsim,770539.5163452527,EPB
detr_epbsim,1467757.541077801,EPB
detr_epbsim,222157.72797303187,EPB
detr_epbsim,534454.5281210154,EPB
detr_epbsim,449842.48317091586,EPB
detr_epbsim,635106.8327067886,EPB
detr_epbsim,57645.15575066263,EPB
detr_epbsim,638724.565701139,EPB
detr_epbsim,2835132.7178251827,EPB
detr_epbsim,2092797.1891758728,EPB
detr_epbsim,1237336.9449938354,EPB
detr_epbsim,302204.58244053624,EPB
detr_epbsim,1026951.713642448,EPB
detr_epbsim,2620845.3670404074,EPB
detr_epbsim,1816303.885657718,EPB
detr_epbsim,86596.5757220909,EPB
detr_epbsim,2591635.3122771676,EPB
detr_epbsim,2361051.276526696,EPB
detr_epbsim,1803840.5564366584,EPB
detr_epbsim,370121.0111219385,EPB
detr_epbsim,97111.42380621008,EPB
detr_epbsim,2066041.3185471296,EPB
detr_epbsim,22518.211125005975,EPB
detr_epbsim,1651233.3345105909,EPB
detr_epbsim,91323.3970420936,EPB
detr_epbsim,1327519.8349777786,EPB
detr_epbsim,127171.85076592739,EPB
detr_epbsim,2038669.3597137528,EPB
detr_epbsim,375033.85068652255,EPB
detr_epbsim,3408063.125653378,EPB
detr_epbsim,65239.058679687754,EPB
detr_epbsim,831039.1945146002,EPB
detr_epbsim,736852.1861285939,EPB
detr_epbsim,150101.81223525797,EPB
detr_epbsim,1541818.6277952874,EPB
detr_epbsim,3581089.74803515,EPB
detr_epbsim,507283.65132232994,EPB
detr_epbsim,77116.50848906949,EPB
detr_epbsim,1292146.1033791155,EPB
detr_epbsim,371912.615497505,EPB
detr_epbsim,1376229.5668130203,EPB
detr_epbsim,347298.16151655203,EPB
detr_epbsim,1229054.2368819944,EPB
total_epbsim,664084.6343166915,EPB
total_epbsim,3420448.6926259105,EPB
total_epbsim,7036813.6730839405,EPB
total_epbsim,7703939.081765984,EPB
total_epbsim,10368378.362919195,EPB
total_epbsim,2238979.510715794,EPB
total_epbsim,3487039.47509395,EPB
total_epbsim,1079795.1056426177,EPB
total_epbsim,1894148.0390129767,EPB
total_epbsim,3228069.94877834,EPB
total_epbsim,6586789.150737022,EPB
total_epbsim,3232469.246958102,EPB
total_epbsim,22974390.768804684,EPB
total_epbsim,11603606.539621608,EPB
total_epbsim,19029482.817355517,EPB
total_epbsim,3982556.2714705705,EPB
total_epbsim,2864119.966529761,EPB
total_epbsim,1567366.6654863828,EPB
total_epbsim,5109951.1955028,EPB
total_epbsim,1866593.3168389658,EPB
total_epbsim,1687121.4444686943,EPB
total_epbsim,2639036.6722711343,EPB
total_epbsim,1008948.0401788133,EPB
total_epbsim,3523650.414495901,EPB
total_epbsim,4208867.6991392765,EPB
total_epbsim,1410387.5754075216,EPB
total_epbsim,6111731.267889574,EPB
total_epbsim,3198453.260240837,EPB
total_epbsim,496065.29258425476,EPB
total_epbsim,2554458.241535346,EPB
total_epbsim,2159544.233896347,EPB
total_epbsim,4666711.316144862,EPB
total_epbsim,5656944.832577846,EPB
total_epbsim,10633334.52233934,EPB
total_epbsim,2503079.6297535347,EPB
total_epbsim,27130935.40687278,EPB
total_epbsim,14425734.628842456,EPB
total_epbsim,2718686.7880929676,EPB
total_epbsim,1910228.1206731193,EPB
total_epbsim,2042311.0264555847,EPB
total_epbsim,6576396.9065706115,EPB
total_epbsim,1419692.785253573,EPB
total_epbsim,991410.4904944656,EPB
total_epbsim,1303071.4576238692,EPB
total_epbsim,5802239.530863804,EPB
total_epbsim,1726119.0360235078,EPB
total_epbsim,12345379.184360133,EPB
total_epbsim,3260662.1658192086,EPB
total_epbsim,10023481.864372147,EPB
total_epbsim,1208786.0587770508,EPB
total_epbsim,2644138.070505103,EPB
total_epbsim,4884018.260283159,EPB
total_epbsim,2417434.0322982636,EPB
total_epbsim,10435966.076996591,EPB
total_epbsim,4085870.5618074504,EPB
total_epbsim,3777524.895521701,EPB
total_epbsim,395194.15867764415,EPB
total_epbsim,1337207.3047672098,EPB
total_epbsim,5808179.65020682,EPB
total_epbsim,3715035.0843892195,EPB
total_epbsim,4451661.007676892,EPB
total_epbsim,5683344.806967809,EPB
total_epbsim,6024441.455118991,EPB
total_epbsim,1687381.7056385807,EPB
total_epbsim,4847229.603144238,EPB
total_epbsim,3747433.2949827663,EPB
total_epbsim,5772625.310155909,EPB
total_epbsim,31323320.719709728,EPB
total_epbsim,2437618.0696934406,EPB
total_epbsim,3599269.6333462265,EPB
total_epbsim,5328118.806498596,EPB
total_epbsim,9108419.060105443,EPB
total_epbsim,4256101.673659106,EPB
total_epbsim,175788.39259352395,EPB
total_epbsim,5062683.98865175,EPB
total_epbsim,6930641.243905612,EPB
total_epbsim,3852629.111190041,EPB
total_epbsim,1784106.1100147378,EPB
total_epbsim,19796331.459342636,EPB
total_epbsim,11654366.535282675,EPB
total_epbsim,1707136.6693491337,EPB
total_epbsim,3140269.4712866694,EPB
total_epbsim,5684998.45250452,EPB
total_epbsim,2149810.904416358,EPB
total_epbsim,6320892.767902134,EPB
total_epbsim,7144563.820542912,EPB
total_epbsim,2618787.0991075025,EPB
total_epbsim,5837671.324537813,EPB
total_epbsim,4481456.957859889,EPB
total_epbsim,11956214.269297926,EPB
total_epbsim,3988875.4237865303,EPB
total_epbsim,10641321.278046802,EPB
total_epbsim,4503104.507458813,EPB
total_epbsim,8609030.072254598,EPB
total_epbsim,1510931.19454484,EPB
total_epbsim,9555317.048088832,EPB
total_epbsim,3422995.398762056,EPB
total_epbsim,2672370.8956546485,EPB
total_epbsim,5356477.485563734,EPB
total_epbsim,893356.7426630107,EPB
total_epbsim,7916669.88401485,EPB
para_epbsim,2089.607191659557,EPB
para_epbsim,591.311152725646,EPB
para_epbsim,210386.38635697114,EPB
para_epbsim,3054.8610896393293,EPB
para_epbsim,6851.757367299523,EPB
para_epbsim,8729.960532042456,EPB
para_epbsim,512.4248985737415,EPB
para_epbsim,9282.967883977954,EPB
para_epbsim,310.83242471987074,EPB
para_epbsim,1219.2253138494757,EPB
para_epbsim,11392.276168542527,EPB
para_epbsim,8634.88834488083,EPB
para_epbsim,1019.807701495888,EPB
para_epbsim,216444.13697026984,EPB
para_epbsim,9676.617666157055,EPB
para_epbsim,2649.271159587341,EPB
para_epbsim,44906.44065717657,EPB
para_epbsim,1143.1469282974383,EPB
para_epbsim,7567.142532676943,EPB
para_epbsim,2229.414802462565,EPB
para_epbsim,1614.0227385032028,EPB
para_epbsim,7572.061635464511,EPB
para_epbsim,1149.0546386807844,EPB
para_epbsim,953.1906515928531,EPB
para_epbsim,11511.345583772767,EPB
para_epbsim,6141.970063123733,EPB
para_epbsim,101843.57404429895,EPB
para_epbsim,4708.18242782618,EPB
para_epbsim,1981.8431841479419,EPB
para_epbsim,44188.0969028918,EPB
para_epbsim,1188.906598176435,EPB
para_epbsim,47584.742561875886,EPB
para_epbsim,6033.734853673334,EPB
para_epbsim,13995.121101558736,EPB
para_epbsim,6642.911887313679,EPB
para_epbsim,15926.640569099563,EPB
para_epbsim,154441.56604558483,EPB
para_epbsim,1537.8170573165057,EPB
para_epbsim,11804.29255668057,EPB
para_epbsim,7513.251918753134,EPB
para_epbsim,113555.08099486446,EPB
para_epbsim,21526.891851316377,EPB
para_epbsim,4715.784485735616,EPB
para_epbsim,4478.372834825749,EPB
para_epbsim,104079.84475312363,EPB
para_epbsim,1240.5001755181286,EPB
para_epbsim,976.4584556617212,EPB
para_epbsim,238.08187584296263,EPB
para_epbsim,119785.66041281576,EPB
para_epbsim,2286.777800812548,EPB
para_epbsim,31582.748429767384,EPB
para_epbsim,988.5694759060732,EPB
para_epbsim,3995.8957177100906,EPB
para_epbsim,4787.457634111297,EPB
para_epbsim,3375.8580340044127,EPB
para_epbsim,561.5418842145302,EPB
para_epbsim,394.7750984293776,EPB
para_epbsim,3308.9502726260994,EPB
para_epbsim,7801.889384663332,EPB
para_epbsim,47282.03209984914,EPB
para_epbsim,1494.371749029035,EPB
para_epbsim,4322.798023982836,EPB
